cik,name,name_clean,ticker,gvkey,sic,name_source
0000886136,SAGA COMMUNICATIONS INC,saga communications,SGA,27790,4832.0,crosswalk
0000886163,LIGAND PHARMACEUTICAL INC,ligand pharmaceutical,LGND,25937,2834.0,crosswalk
0000886206,FRANKLIN COVEY CO,franklin covey,FC,25331,8200.0,crosswalk
0000886346,KADANT INC,kadant,KAI,25922,3550.0,crosswalk
0000886744,GERON CORP,geron,GERN,63405,2836.0,crosswalk
0000886835,SUPERIOR ENERGY SERVICES INC,superior energy services,SPN,25509,1389.0,crosswalk
0000886982,GOLDMAN SACHS GROUP INC,goldman sachs,GS,114628,6211.0,crosswalk
0000887343,COLUMBIA BANKING SYSTEM INC,columbia banking system,COLB,65228,6020.0,crosswalk
0000887359,VERICEL CORP,vericel,ASTM,64334,2836.0,crosswalk
0000887396,EMPIRE PETROLEUM CORP,empire petroleum,EMPR,26028,1311.0,crosswalk
0000887596,CHEESECAKE FACTORY INC,cheesecake factory,CAKE,25737,5812.0,crosswalk
0000887733,CENTRAL GARDEN & PET CO,central garden pet,CENT,25536,5140.0,crosswalk
0000887905,LTC PROPERTIES INC,ltc properties,LTC,25665,6798.0,crosswalk
0000887936,FTI CONSULTING INC,fti consulting,FCN,62823,8742.0,crosswalk
0000888491,OMEGA HEALTHCARE INVS INC,omega healthcare invs,OHI,25633,6798.0,crosswalk
0000888981,NOCOPI TECHNOLOGIES INC,nocopi technologies,NNUP,21361,6794.0,crosswalk
0000889331,LITTELFUSE INC,littelfuse,LFUS,25747,3613.0,crosswalk
0000889348,CPI AEROSTRUCTURES INC,cpi aerostructures,CVU,25726,3728.0,crosswalk
0000889609,CONSUMER PORTFOLIO SVCS INC,consumer portfolio svcs,CPSS,25852,6159.0,crosswalk
0000889900,PATTERSON-UTI ENERGY INC,pattersonuti energy,PTEN,29108,1389.0,crosswalk
0000889971,LIGHTPATH TECHNOLOGIES INC,lightpath technologies,LPTH,62217,3827.0,crosswalk
0000890066,GLEN BURNIE BANCORP,glen burnie bancorp,GLBZ,65050,6020.0,crosswalk
0000890394,PERASO INC,peraso,MOSY,40460,3674.0,crosswalk
0000890447,VERTEX ENERGY INC,vertex energy,WDWT,183704,5172.0,crosswalk
0000890564,ASGN INC,asgn,ASGN,25749,7370.0,crosswalk
0000890821,ENVERIC BIOSCIENCES INC,enveric biosciences,SPZR,37640,2836.0,crosswalk
0000890926,RADIAN GROUP INC,radian,RDN,25895,6351.0,crosswalk
0000891014,MINERALS TECHNOLOGIES INC,minerals technologies,MTX,25870,2860.0,crosswalk
0000891024,PATTERSON COS INC,patterson cos,PDCO,25880,5047.0,crosswalk
0000891103,MATCH GROUP INC,match,IACI,26061,7370.0,crosswalk
0000891166,UNIVERSAL INSURANCE HLDGS,universal insurance hldgs,UVE,26016,6331.0,crosswalk
0000891417,NANO MAGIC INC,nano magic,NNPP,27856,2842.0,crosswalk
0000891482,FULL HOUSE RESORTS INC,full house resorts,FLL,28749,7990.0,crosswalk
0000891532,PERMA-FIX ENVIRONMENTAL SVCS,permafix environmental svcs,PESI,25979,4955.0,crosswalk
0000892553,CHART INDUSTRIES INC,chart industries,CIDI,25964,3443.0,crosswalk
0000893538,SM ENERGY CO,sm energy,SM,26013,1311.0,crosswalk
0000893691,MASONITE INTERNATIONAL CORP,masonite international,DOOR,20696,2430.0,crosswalk
0000893847,HAWTHORN BANCSHARES INC,hawthorn bancshares,EXJF,111179,6020.0,crosswalk
0000893949,PEDIATRIX MEDICAL GROUP INC,pediatrix medical,PDX,61325,8011.0,crosswalk
0000894081,AIR TRANSPORT SERVICES GROUP,air transport services,ATSG,155280,4512.0,crosswalk
0000894158,THERIVA BIOLOGICS INC,theriva biologics,PP,177764,2834.0,crosswalk
0000894315,SITE CENTERS CORP,site centers,DDR,27780,6798.0,crosswalk
0000894405,ARCBEST CORP,arcbest,ABFS,1743,4213.0,crosswalk
0000894556,CITROTECH INC,citrotech,GEVM,65842,4955.0,crosswalk
0000894560,BIOETHICS LTD,bioethics,,109519,9995.0,crosswalk
0000894627,VAALCO ENERGY INC,vaalco energy,EGY,27199,1311.0,crosswalk
0000894671,OHIO VALLEY BANC CORP,ohio valley banc,OVBC,19137,6020.0,crosswalk
0000894871,ARENA GROUP HLDNGS INC (THE),arena group hldngs inc the,ISSM,29064,7370.0,crosswalk
0000895126,EXPAND ENERGY CORP,expand energy,CHK,27786,1311.0,crosswalk
0000895417,EQUITY LIFESTYLE PPTYS INC,equity lifestyle pptys,ELS,27875,6798.0,crosswalk
0000895419,WOLFSPEED INC,wolfspeed,CREE,27794,3674.0,crosswalk
0000895421,MORGAN STANLEY,morgan stanley,MS,12124,6211.0,crosswalk
0000895447,SHOE CARNIVAL INC,shoe carnival,SCVL,27938,5661.0,crosswalk
0000895456,ROCKY BRANDS INC,rocky brands,RCKY,27776,3140.0,crosswalk
0000895728,ENBRIDGE INC,enbridge,,6135,4924.0,crosswalk
0000896156,ETHAN ALLEN INTERIORS INC,ethan allen interiors,ETH,23252,2510.0,crosswalk
0000896159,CHUBB LTD,chubb,ACE,28034,6331.0,crosswalk
0000896262,AMEDISYS INC,amedisys,AMED,30612,8082.0,crosswalk
0000896264,USANA HEALTH SCIENCES INC,usana health sciences,USNA,63863,2834.0,crosswalk
0000896429,CANTALOUPE INC,cantaloupe,USAT,62213,7374.0,crosswalk
0000896493,HYPERSCALE DATA INC,hyperscale data,DPW,64163,9997.0,crosswalk
0000896622,APTARGROUP INC,aptargroup,ATR,28176,3089.0,crosswalk
0000896878,INTUIT INC,intuit,INTU,27928,7372.0,crosswalk
0000897077,ALAMO GROUP INC,alamo,ALG,27960,3523.0,crosswalk
0000897078,RESONATE BLENDS INC,resonate blends,FSTWC,19272,2833.0,crosswalk
0000897448,AMARIN CORPORATION PLC,amarin corporation,AMRN,28027,2836.0,crosswalk
0000897723,SANMINA CORP,sanmina,SANM,28139,3672.0,crosswalk
0000898171,UWHARRIE CAPITAL CORP,uwharrie capital,,113339,6020.0,crosswalk
0000898173,O'REILLY AUTOMOTIVE INC,oreilly automotive,ORLY,28180,5531.0,crosswalk
0000898174,REINSURANCE GROUP AMER INC,reinsurance group amer,RGA,28216,6311.0,crosswalk
0000898293,JABIL INC,jabil,JBL,28195,3672.0,crosswalk
0000898437,ANIKA THERAPEUTICS INC,anika therapeutics,ANIK,28209,2836.0,crosswalk
0000899045,LAMAR MEDIA CORP,lamar media,,260298,6798.0,crosswalk
0000899051,ALLSTATE CORP,allstate,ALL,28349,6331.0,crosswalk
0000899394,HARBOR DIVERSIFIED INC,harbor diversified,HRBR,61976,4512.0,crosswalk
0000899460,MANNKIND CORP,mannkind,MNKD,160340,2836.0,crosswalk
0000899629,ACADIA REALTY TRUST,acadia realty trust,AKR,28323,6798.0,crosswalk
0000899689,VORNADO REALTY TRUST,vornado realty trust,VNO,11220,6798.0,crosswalk
0000899715,TANGER INC,tanger,SKT,28340,6798.0,crosswalk
0000899751,TITAN INTERNATIONAL INC,titan international,TWI,28295,3523.0,crosswalk
0000899923,Myriad Genetics Inc,myriad genetics,MYGN,,2835.0,ticker_map
0000900075,COPART INC,copart,CPRT,29901,5010.0,crosswalk
0000901491,PAPA JOHNS INTERNATIONAL INC,papa johns international,PZZA,28397,5812.0,crosswalk
0000902791,BARRETT BUSINESS SVCS INC,barrett business svcs,BBSI,28410,7363.0,crosswalk
0000903129,GENTHERM INC,gentherm,ARGN,28408,3714.0,crosswalk
0000903419,ALERUS FINANCIAL CORP,alerus financial,,18434,6020.0,crosswalk
0000903651,INNODATA INC,innodata,INOD,28717,8700.0,crosswalk
0000906107,EQUITY RESIDENTIAL,equity residential,EQR,28733,6798.0,crosswalk
0000906163,NVR INC,nvr,NVR,12459,1531.0,crosswalk
0000906345,CAMDEN PROPERTY TRUST,camden property trust,CPT,28629,6798.0,crosswalk
0000906465,QCR HOLDINGS INC,qcr,QCRH,28967,6020.0,crosswalk
0000906553,BOYD GAMING CORP,boyd gaming,BYD,29011,7011.0,crosswalk
0000906709,NEKTAR THERAPEUTICS,nektar therapeutics,NKTR,30137,2834.0,crosswalk
0000907242,MONARCH CASINO & RESORT INC,monarch casino resort,MCRI,28704,7990.0,crosswalk
0000907254,SAUL CENTERS INC,saul centers,BFS,28769,6798.0,crosswalk
0000907471,PATHWARD FINANCIAL INC,pathward financial,CASH,28866,6020.0,crosswalk
0000907654,ORUKA THERAPEUTICS INC,oruka therapeutics,NUVO,182309,2836.0,crosswalk
0000908255,BORGWARNER INC,borgwarner,BWA,28742,3714.0,crosswalk
0000908259,ONCOTELIC THERAPEUTICS INC,oncotelic therapeutics,OXGN,35138,2836.0,crosswalk
0000908311,CREATIVE MEDIA & COM TR CORP,creative media com tr,PCC,19966,6798.0,crosswalk
0000908315,WINMARK CORP,winmark,WINA,28785,6794.0,crosswalk
0000908937,SIRIUS XM HOLDINGS INC,sirius xm,SIRI,30662,4832.0,crosswalk
0000909108,DIAMOND HILL INVESTMENT GRP,diamond hill investment grp,DHIL,65235,6282.0,crosswalk
0000909494,TUCOWS INC,tucows,TCX,62723,7370.0,crosswalk
0000909724,TANDY LEATHER FACTORY INC,tandy leather factory,TLF,28675,5990.0,crosswalk
0000909832,COSTCO WHOLESALE CORP,costco wholesale,COST,29028,5399.0,crosswalk
0000910073,FLAGSTAR BANK NA,flagstar bank na,NYCB,29282,6036.0,crosswalk
0000910108,LXP INDUSTRIAL TRUST,lxp industrial trust,LXP,29052,6798.0,crosswalk
0000910267,Titan Pharmaceuticals Inc,titan pharmaceuticals,TTNP,,2836.0,ticker_map
0000910329,MEDIFAST INC,medifast,MED,29517,2090.0,crosswalk
0000910406,HAIN CELESTIAL GROUP INC,hain celestial,HAIN,29609,2000.0,crosswalk
0000910521,DECKERS OUTDOOR CORP,deckers outdoor,DECK,29015,3140.0,crosswalk
0000910606,REGENCY CENTERS CORP,regency centers,REG,29099,6798.0,crosswalk
0000910612,CBL & ASSOCIATES PPTYS INC,cbl associates pptys,CBL,29082,6798.0,crosswalk
0000910638,3D SYSTEMS CORP,3d systems,DDD,14898,3559.0,crosswalk
0000911147,CENTURY CASINOS INC,century casinos,CNTY,29151,7990.0,crosswalk
0000911177,CASELLA WASTE SYS INC  -CL A,casella waste sys inc cl a,CWST,65702,4953.0,crosswalk
0000911216,PALATIN TECHNOLOGIES INC,palatin technologies,PTN,29086,2836.0,crosswalk
0000912061,NATURAL HEALTH TRENDS CORP,natural health trends,BHIP,60911,5122.0,crosswalk
0000912093,VIAVI SOLUTIONS INC,viavi solutions,JDSU,29241,3661.0,crosswalk
0000912242,MACERICH CO,macerich,MAC,29868,6798.0,crosswalk
0000912463,GUESS INC,guess,GES,63447,2330.0,crosswalk
0000912544,Hollywood Media Corp,hollywood media,HOLL,,5990.0,ticker_map
0000912562,GIBRALTAR INDUSTRIES INC,gibraltar industries,ROCK,29131,3310.0,crosswalk
0000912593,SUN COMMUNITIES INC,sun communities,SUI,29359,6798.0,crosswalk
0000912595,MID-AMERICA APT CMNTYS INC,midamerica apt cmntys,MAA,29649,6798.0,crosswalk
0000912603,RADIUS RECYCLING INC,radius recycling,SCHN,29217,5093.0,crosswalk
0000912615,URBAN OUTFITTERS INC,urban outfitters,URBN,29150,5651.0,crosswalk
0000912728,FORWARD AIR CORP,forward air,FWRD,29206,4210.0,crosswalk
0000912752,Sinclair Broadcast Group Inc,sinclair broadcast,SBGI,,4833.0,ticker_map
0000912766,LAUREATE EDUCATION INC,laureate education,SLVN,26305,8200.0,crosswalk
0000912767,UFP INDUSTRIES INC,ufp industries,UFPI,29156,2421.0,crosswalk
0000913142,BELDEN INC,belden,BDC,28940,3670.0,crosswalk
0000913144,RENAISSANCERE HOLDINGS LTD,renaissancere,RNR,61406,6331.0,crosswalk
0000913241,MADDEN STEVEN LTD,madden steven,SHOO,29382,3140.0,crosswalk
0000913277,CLARUS CORP,clarus,CLRS,185372,3949.0,crosswalk
0000913341,C&F FINANCIAL CORP,cf financial,CFFI,65958,6020.0,crosswalk
0000913760,STONEX GROUP INC,stonex,INTL,31521,6200.0,crosswalk
0000914122,PERMA-PIPE INTERNATIONAL HOL,permapipe international hol,MFRI,19431,3490.0,crosswalk
0000914139,PARKERVISION INC,parkervision,PRKR,29332,3663.0,crosswalk
0000914156,UFP TECHNOLOGIES INC,ufp technologies,UFPT,29449,3842.0,crosswalk
0000914208,INVESCO LTD,invesco,IVZ,29804,6282.0,crosswalk
0000914475,NEUROCRINE BIOSCIENCES INC,neurocrine biosciences,NBIX,62921,2836.0,crosswalk
0000914712,STEEL CONNECT INC,steel connect,MLNK,29621,7389.0,crosswalk
0000915358,SIGMATRON INTERNATIONAL INC,sigmatron international,SGMA,29698,3672.0,crosswalk
0000915389,EASTMAN CHEMICAL CO,eastman chemical,EMN,29392,2800.0,crosswalk
0000915779,DAKTRONICS INC,daktronics,DAKT,29705,3990.0,crosswalk
0000915840,BEAZER HOMES USA INC,beazer homes usa,BZH,29755,1531.0,crosswalk
0000915912,AVALONBAY COMMUNITIES INC,avalonbay communities,AVB,29875,6798.0,crosswalk
0000915913,ALBEMARLE CORP,albemarle,ALB,29751,2810.0,crosswalk
0000916076,MARTIN MARIETTA MATERIALS,martin marietta materials,MLM,29733,1400.0,crosswalk
0000916365,TRACTOR SUPPLY CO,tractor supply,TSCO,29736,5200.0,crosswalk
0000916540,DARLING INGREDIENTS INC,darling ingredients,DAR,30651,2070.0,crosswalk
0000916789,HELEN OF TROY LTD,helen of troy,HELE,5572,3634.0,crosswalk
0000916907,SOUTHERN MISSOURI BANCP INC,southern missouri bancp,SMBC,30055,6036.0,crosswalk
0000917225,SOLITARIO RESOURCES CORP,solitario resources,XPL,30473,1000.0,crosswalk
0000917251,AGREE REALTY CORP,agree realty,ADC,30067,6798.0,crosswalk
0000917273,RAMBUS INC,rambus,RMBS,64766,6794.0,crosswalk
0000917470,OLYMPIC STEEL INC,olympic steel,ZEUS,29870,5051.0,crosswalk
0000917491,FARO TECHNOLOGIES INC,faro technologies,FARO,65421,3829.0,crosswalk
0000917520,INTEGRA LIFESCIENCES HOLDNGS,integra lifesciences holdngs,IART,61181,3842.0,crosswalk
0000918251,MOTORCAR PARTS OF AMER INC,motorcar parts of amer,MPAA,29930,3690.0,crosswalk
0000918541,NN INC,nn,NNBR,29894,3562.0,crosswalk
0000918545,BALTIC INTL USA INC,baltic intl usa,,30391,2810.0,crosswalk
0000918646,EAGLE MATERIALS INC,eagle materials,EXP,30032,3270.0,crosswalk
0000918965,SCANSOURCE INC,scansource,SCSC,29910,5045.0,crosswalk
0000919012,AMERN EAGLE OUTFITTERS INC,amern eagle outfitters,AEO,30059,5600.0,crosswalk
0000919864,FINWARD BANCORP,finward bancorp,NWINOB,107644,6020.0,crosswalk
0000920112,HEARTLAND FINANCIAL USA INC,heartland financial usa,HTLF,61693,6020.0,crosswalk
0000920148,LABCORP HOLDINGS INC,labcorp,LH,14960,8071.0,crosswalk
0000920371,SIMPSON MANUFACTURING INC,simpson manufacturing,SSD,30260,3420.0,crosswalk
0000920427,UNITY BANCORP INC,unity bancorp,UNTY,62243,6020.0,crosswalk
0000920522,ESSEX PROPERTY TRUST,essex property trust,ESS,30293,6798.0,crosswalk
0000920760,LENNAR CORP,lennar,LEN,6669,1531.0,crosswalk
0000921082,HIGHWOODS PROPERTIES INC,highwoods properties,HIW,30298,6798.0,crosswalk
0000921114,ARMATA PHARMACEUTICALS INC,armata pharmaceuticals,TGEN,332115,2836.0,crosswalk
0000921183,HMN FINANCIAL INC,hmn financial,HMNF,30416,6035.0,crosswalk
0000921299,KYNTRA BIO INC,kyntra bio,,21901,2836.0,crosswalk
0000921557,REPUBLIC BANCORP INC/KY,republic bancorp incky,RBCAA,112721,6020.0,crosswalk
0000921582,IMAX CORP,imax,IMAX,30312,3861.0,crosswalk
0000921738,PENN ENTERTAINMENT INC,penn entertainment,PENN,30259,7990.0,crosswalk
0000921825,FIRST INDL REALTY TRUST INC,first indl realty trust,FR,30384,6798.0,crosswalk
0000922224,PPL CORP,ppl,PPL,8455,4911.0,crosswalk
0000922247,CYCLO THERAPEUTICS INC,cyclo therapeutics,CTDH,106100,2836.0,crosswalk
0000922358,FERRELLGAS PARTNERS  -LP,ferrellgas partners lp,FGP,13962,5900.0,crosswalk
0000922621,ERIE INDEMNITY CO,erie indemnity,ERIE,61380,6411.0,crosswalk
0000922864,APARTMENT INVST & MGMT CO,apartment invst mgmt,AIV,30490,6798.0,crosswalk
0000923120,GREENBRIER COS INC (THE),greenbrier cos inc the,GBX,30463,3743.0,crosswalk
0000923139,FLUSHING FINANCIAL CORP,flushing financial,FFIC,61585,6020.0,crosswalk
0000923601,Singing Machine Co Inc,singing machine,SMD,,3652.0,ticker_map
0000923796,GEO GROUP INC,geo,GGI,30536,8744.0,crosswalk
0000924168,ENERGY FOCUS INC,energy focus,EFOI,30614,3640.0,crosswalk
0000924383,GENASYS INC,genasys,ATCO,22373,3651.0,crosswalk
0000924515,GUIDED THERAPEUTICS INC,guided therapeutics,GTHP,65016,3845.0,crosswalk
0000924717,SURMODICS INC,surmodics,SRDX,66588,6794.0,crosswalk
0000924719,SMITH-MIDLAND CORP,smithmidland,SMID,61709,3272.0,crosswalk
0000924805,FREEDOM HOLDING CORP,freedom,BMBM,26567,6211.0,crosswalk
0000924822,MILLER INDUSTRIES INC/TN,miller industries inctn,MLR,30558,3713.0,crosswalk
0000924901,VERIS RESIDENTIAL INC,veris residential,CLI,30637,6798.0,crosswalk
0000925528,HUDSON TECHNOLOGIES INC,hudson technologies,HDSN,30899,5070.0,crosswalk
0000925660,FLEXPOINT SENSOR SYSTEMS INC,flexpoint sensor systems,FLXT,114209,3679.0,crosswalk
0000925741,BIOCARDIA INC,biocardia,CLIK,24598,2836.0,crosswalk
0000926282,ADTRAN HOLDINGS INC,adtran,ADTN,30576,3661.0,crosswalk
0000926326,OMNICELL INC,omnicell,OMCL,142956,3559.0,crosswalk
0000926423,MIND TECHNOLOGY INC,mind technology,MIND,31214,3829.0,crosswalk
0000926617,ASPIRA WOMENS HEALTH INC,aspira womens health,VRML,140042,2835.0,crosswalk
0000926844,FUSS BRANDS CORP,fuss brands,CBP,65229,9995.0,crosswalk
0000927003,ADVANCED ENERGY INDS INC,advanced energy inds,AEIS,61562,3679.0,crosswalk
0000927066,DAVITA INC,davita,DVA,61483,8090.0,crosswalk
0000927628,CAPITAL ONE FINANCIAL CORP,capital one financial,COF,30990,6141.0,crosswalk
0000927653,MCKESSON CORP,mckesson,MCK,7171,5122.0,crosswalk
0000928022,CALLON PETROLEUM CO/DE,callon petroleum code,CPE,15060,1311.0,crosswalk
0000928054,FLOTEK INDUSTRIES INC,flotek industries,FTK,28347,2810.0,crosswalk
0000928340,CONSOLIDATED WATER CO INC,consolidated water,CWCO,62618,4941.0,crosswalk
0000928465,AMCON DISTRIBUTING CO,amcon distributing,DIT,61122,5190.0,crosswalk
0000928576,MIDAMERICAN ENERGY CO,midamerican energy,,65298,4931.0,crosswalk
0000928658,COVENANT LOGISTICS GROUP INC,covenant logistics,CVTI,30877,4213.0,crosswalk
0000929008,WESCO INTL INC,wesco intl,WCC,120444,5063.0,crosswalk
0000929351,STARZ ENTERTAINMENT CORP,starz entertainment,LGF,51514,7812.0,crosswalk
0000930236,REDWOOD TRUST INC,redwood trust,RWT,61129,6798.0,crosswalk
0000930245,AGASSI SPORTS ENTERTAIN CORP,agassi sports entertain,AASP,31232,9995.0,crosswalk
0000930420,KFORCE INC,kforce,KFRC,61179,7363.0,crosswalk
0000930775,ENCISION INC,encision,ECIA,63122,3845.0,crosswalk
0000931015,POLARIS INC,polaris,PII,14311,3790.0,crosswalk
0000931148,GRAFTECH INTERNATIONAL LTD,graftech international,GTI,61153,3620.0,crosswalk
0000931584,UNVL STAINLESS & ALLOY PRODS,unvl stainless alloy prods,USAP,31170,3312.0,crosswalk
0000932021,GLOBAL TECHNOLOGIES LTD,global technologies,GTLL,31588,3663.0,crosswalk
0000932696,INSIGHT ENTERPRISES INC,insight enterprises,NSIT,31453,5045.0,crosswalk
0000932781,FIRST COMMUNITY CORP/SC,first community corpsc,FCCO,112295,6020.0,crosswalk
0000933034,STRATTEC SECURITY CORP,strattec security,STRT,31567,3714.0,crosswalk
0000933036,UPBOUND GROUP INC,upbound,RCII,31460,7350.0,crosswalk
0000933136,MR COOPER GROUP INC,mr cooper,WM,13888,6162.0,crosswalk
0000933738,ENGLOBAL CORP,englobal,ENG,61971,1311.0,crosswalk
0000933972,374WATER INC,374water,PWVI,62819,3580.0,crosswalk
0000933974,AZENTA INC,azenta,BRKS,31477,8731.0,crosswalk
0000934549,ACACIA RESEARCH CORP,acacia research,ACTG,61004,6794.0,crosswalk
0000934612,BURLINGTON NORTHERN SANTA FE,burlington northern santa fe,BNI,2490,4011.0,crosswalk
0000934796,NETWORK CN INC,network cn,NWCN,66276,7310.0,crosswalk
0000935036,ACI WORLDWIDE INC,aci worldwide,ACIW,31564,7370.0,crosswalk
0000935419,RCI HOSPITALITY HLDGS INC,rci hospitality hldgs,RICK,61418,5810.0,crosswalk
0000935703,DOLLAR TREE INC,dollar tree,DLTR,31587,5331.0,crosswalk
0000936340,DTE ENERGY CO,dte energy,DTE,3897,4931.0,crosswalk
0000936395,CIENA CORP,ciena,CIEN,64356,3661.0,crosswalk
0000936468,LOCKHEED MARTIN CORP,lockheed martin,LMT,6774,3760.0,crosswalk
0000936528,WAFD INC,wafd,WAFD,17145,6020.0,crosswalk
0000937098,TRINET GROUP INC,trinet,,140988,8742.0,crosswalk
0000937556,MASIMO CORP,masimo,MASI,177881,3845.0,crosswalk
0000937834,METROPOLITAN LIFE INSURANCE,metropolitan life insurance,,20477,6311.0,crosswalk
0000939767,EXELIXIS INC,exelixis,EXEL,133885,2836.0,crosswalk
0000939930,PYXUS INTERNATIONAL INC,pyxus international,AOI,3937,5190.0,crosswalk
0000940942,HUB GROUP INC  -CL A,hub group inc cl a,HUBG,62378,4731.0,crosswalk
0000940944,DARDEN RESTAURANTS INC,darden restaurants,DRI,31846,5812.0,crosswalk
0000942126,TAITRON COMPONENTS  -CL A,taitron components cl a,TAIT,31738,5065.0,crosswalk
0000943452,WABTEC CORP,wabtec,WAB,60979,3743.0,crosswalk
0000943535,WORLD HEALTH ENERGY HOLDINGS,world health energy,,36430,7370.0,crosswalk
0000943819,RESMED INC,resmed,RMD,31887,3845.0,crosswalk
0000944075,SOCKET MOBILE INC,socket mobile,SCKT,60801,3663.0,crosswalk
0000944148,CBIZ INC,cbiz,CBZ,31752,8721.0,crosswalk
0000944480,GSE SYSTEMS INC,gse systems,GVP,61077,7361.0,crosswalk
0000944695,HANOVER INSURANCE GROUP INC,hanover insurance,THG,61408,6331.0,crosswalk
0000944745,CIVISTA BANCSHARES INC,civista bancshares,FCZA,21593,6020.0,crosswalk
0000944809,OPKO HEALTH INC,opko health,OPK,61490,8071.0,crosswalk
0000945114,GLOBAL INDUSTRIAL CO,global industrial,SYX,60931,5090.0,crosswalk
0000945394,SERVICE PROPERTIES TRUST,service properties trust,HPT,61188,6798.0,crosswalk
0000945617,AMERICAN CANNABIS CO INC,american cannabis,NAWL,21939,8742.0,crosswalk
0000945841,POOL CORP,pool,POOL,61420,5090.0,crosswalk
0000945983,CLIMB GLOBAL SOLUTIONS INC,climb global solutions,WSTG,61028,5045.0,crosswalk
0000946486,WINDTREE THERAPEUTICS INC,windtree therapeutics,DSCO,61140,2836.0,crosswalk
0000946563,RETRACTABLE TECHNOLOGIES INC,retractable technologies,RVP,143526,3841.0,crosswalk
0000946581,TAKE-TWO INTERACTIVE SFTWR,taketwo interactive sftwr,TTWO,64630,7372.0,crosswalk
0000946644,AIM IMMUNOTECH INC,aim immunotech,HEB,62525,2836.0,crosswalk
0000946647,PREMIER FINANCIAL CORP,premier financial,FDEF,28620,6020.0,crosswalk
0000946673,BANNER CORP,banner,BANR,61487,6020.0,crosswalk
0000947484,ARCH CAPITAL GROUP LTD,arch capital,ACGL,61302,6331.0,crosswalk
0000947559,FIRST BANCSHARES INC/MS,first bancshares incms,FBMS,152049,6020.0,crosswalk
0000948320,LIFEMD INC,lifemd,,25472,8090.0,crosswalk
0000948708,SMITH MICRO SOFTWARE INC,smith micro software,SMSI,61321,7372.0,crosswalk
0000949039,DIAMOND OFFSHRE DRILLING INC,diamond offshre drilling,DO,61409,1381.0,crosswalk
0000949157,CENTURY ALUMINUM CO,century aluminum,CENX,62516,3350.0,crosswalk
0000949858,ACHIEVE LIFE SCIENCES INC,achieve life sciences,SNUS,32271,2834.0,crosswalk
0000949870,BOSTON BEER INC  -CL A,boston beer inc cl a,SAM,61581,2082.0,crosswalk
0000949961,INCOME OPPORTUNITY RLTY INVS,income opportunity rlty invs,IOT,12956,6162.0,crosswalk
0001000045,OLD MARKET CAPITAL CORP,old market capital,NICK,65365,4899.0,crosswalk
0001000209,MEDALLION FINANCIAL CORP,medallion financial,TAXI,62919,6159.0,crosswalk
0001000228,HENRY SCHEIN INC,henry schein,HSIC,61494,5047.0,crosswalk
0001000230,OPTICAL CABLE CORP,optical cable,OCCF,62553,3357.0,crosswalk
0001000623,MATIV HOLDINGS INC,mativ,SWM,61519,2800.0,crosswalk
0001000694,NOVAVAX INC,novavax,NVAX,61655,2836.0,crosswalk
0001000697,WATERS CORP,waters,WAT,61574,3826.0,crosswalk
0001000753,INSPERITY INC,insperity,NSP,64302,7363.0,crosswalk
0001001082,DISH NETWORK CORP,dish network,DISH,60900,4841.0,crosswalk
0001001115,GEOSPACE TECHNOLOGIES CORP,geospace technologies,OYOG,65896,3829.0,crosswalk
0001001171,BROADWAY FINANCIAL CORP/DE,broadway financial corpde,BYFC,61815,6035.0,crosswalk
0001001233,SANGAMO THERAPEUTICS INC,sangamo therapeutics,SGMO,133871,2836.0,crosswalk
0001001250,ESTEE LAUDER COMPANIES INC,estee lauder companies,EL,61567,2844.0,crosswalk
0001001316,TG THERAPEUTICS INC,tg therapeutics,TGTX,61711,2834.0,crosswalk
0001001385,NWPX INFRASTRUCTURE INC,nwpx infrastructure,NWPX,61635,3317.0,crosswalk
0001001601,MGT CAPITAL INVESTMENTS INC,mgt capital investments,MSHT,63337,7374.0,crosswalk
0001001614,Tengasco Inc,tengasco,TGC,,1311.0,ticker_map
0001001838,SOUTHERN COPPER CORP,southern copper,SCCO,61811,1000.0,crosswalk
0001001902,INTEVAC INC,intevac,IVAC,61587,3559.0,crosswalk
0001001907,ASTROTECH CORP,astrotech,ASTC,61766,3829.0,crosswalk
0001002047,NETAPP INC,netapp,NTAP,61591,3572.0,crosswalk
0001002590,STAR GROUP LP,star group lp,SGU,61735,5900.0,crosswalk
0001002638,OPEN TEXT CORP,open text,,61870,7370.0,crosswalk
0001002910,AMEREN CORP,ameren,AEE,10860,4931.0,crosswalk
0001003078,MSC INDUSTRIAL DIRECT  -CL A,msc industrial direct cl a,MSM,61732,5084.0,crosswalk
0001004155,SOUTHERN CO GAS,southern co gas,GAS,1837,4924.0,crosswalk
0001004434,AFFILIATED MANAGERS GRP INC,affiliated managers grp,AMG,65886,6282.0,crosswalk
0001004702,OCEANFIRST FINANCIAL CORP,oceanfirst financial,OCFC,63232,6020.0,crosswalk
0001004724,REGIONAL HEALTH PROPERTS INC,regional health properts,ADK,166485,8051.0,crosswalk
0001004980,PG&E CORP,pge,PCG,8264,4931.0,crosswalk
0001004989,SPAR GROUP INC,spar,SGRP,62302,7389.0,crosswalk
0001005101,MARYGOLD COMPANIES INC (THE),marygold companies inc the,CNCG,108345,6282.0,crosswalk
0001005210,SUBURBAN PROPANE PRTNRS  -LP,suburban propane prtnrs lp,SPH,62501,5900.0,crosswalk
