cik,name,alias,alias_clean,alias_source
0000001750,AAR CORP,ALLEN AIRCRAFT RADIO INC,allen aircraft radio,input_alias
0000001961,WORLDS INC,WORLDS COM INC,worlds com,input_alias
0000001961,WORLDS INC,"Worlds.com, Inc.",worldscom,input_alias
0000002098,ACME UNITED CORP,ACME SHEAR CO,acme shear,input_alias
0000002186,BK Technologies Corp,ADAGE INC,adage,input_alias
0000002186,BK Technologies Corp,RELM WIRELESS CORP,relm wireless,input_alias
0000002969,"Air Products & Chemicals, Inc.",AIR PRODUCTS & CHEMICALS INC /DE/,air products chemicals inc de,input_alias
0000003146,SPIRE ALABAMA INC,ALABAMA GAS CORP,alabama gas,input_alias
0000003197,CECO ENVIRONMENTAL CORP,ALARM PRODUCTS INTERNATIONAL INC,alarm products international,input_alias
0000003197,CECO ENVIRONMENTAL CORP,API ENTERPRISES INC,api enterprises,input_alias
0000003453,"Matson, Inc.",ALEXANDER & BALDWIN INC,alexander baldwin,input_alias
0000003545,"ALICO, INC.",ALICO LAND DEVELOPMENT CO,alico land development,input_alias
0000003570,"Cheniere Energy, Inc.",ALL AMERICAN GROUP OF DELAWARE INC,all american group of delaware,input_alias
0000003570,"Cheniere Energy, Inc.",BEXY COMMUNICATIONS INC,bexy communications,input_alias
0000004127,"SKYWORKS SOLUTIONS, INC.",ALPHA INDUSTRIES INC,alpha industries,input_alias
0000004281,Howmet Aerospace Inc.,ALCOA INC,alcoa,input_alias
0000004281,Howmet Aerospace Inc.,ALCOA INC.,alcoa,input_alias
0000004281,Howmet Aerospace Inc.,Arconic Inc.,arconic,input_alias
0000004447,HESS CORP,AMERADA HESS CORP,amerada hess,input_alias
0000004447,HESS CORP,AMERADA PETROLEUM CORP,amerada petroleum,input_alias
0000004457,U-Haul Holding Co /NV/,AMERCO,amerco,input_alias
0000004457,U-Haul Holding Co /NV/,AMERCO /NV/,amerco nv,input_alias
0000004515,"AMERICAN AIRLINES, INC.",AMERICAN AIRWAYS INC,american airways,input_alias
0000004904,AMERICAN ELECTRIC POWER CO INC,KINGSPORT UTILITIES INC,kingsport utilities,input_alias
0000004977,AFLAC INC,AMERICAN FAMILY CORP,american family,input_alias
0000005272,"AMERICAN INTERNATIONAL GROUP, INC.",AMERICAN INTERNATIONAL ENTERPRISES INC,american international enterprises,input_alias
0000005272,"AMERICAN INTERNATIONAL GROUP, INC.",AMERICAN INTERNATIONAL GROUP INC,american international,input_alias
0000005513,Unum Group,PROVIDENT COMPANIES INC /DE/,provident companies inc de,input_alias
0000005513,Unum Group,PROVIDENT LIFE & ACCIDENT INSURANCE CO OF AMERICA,provident life accident insurance co of america,input_alias
0000005513,Unum Group,UNUMPROVIDENT CORP,unumprovident,input_alias
0000005981,AMERICAN VANGUARD CORP,AEROCON INC,aerocon,input_alias
0000006176,AMPCO PITTSBURGH CORP,SCREW & BOLT CORP OF AMERICA,screw bolt corp of america,input_alias
0000006201,American Airlines Group Inc.,AMR CORP,amr,input_alias
0000006207,AMREP CORP.,AMERICAN REALTY & PETROLEUM CORP,american realty petroleum,input_alias
0000006845,"APOGEE ENTERPRISES, INC.",HARMON GLASS CO INC,harmon glass,input_alias
0000006951,APPLIED MATERIALS INC /DE,APPLIED MATERIALS TECHNOLOGY INC,applied materials technology,input_alias
0000006955,ENERPAC TOOL GROUP CORP,ACTUANT CORP,actuant,input_alias
0000006955,ENERPAC TOOL GROUP CORP,APPLIED POWER INC,applied power,input_alias
0000006955,ENERPAC TOOL GROUP CORP,APPLIED POWER INDUSTRIES INC,applied power industries,input_alias
0000007084,Archer-Daniels-Midland Co,ARCHER DANIELS MIDLAND CO,archer daniels midland,input_alias
0000007323,"ENTERGY ARKANSAS, LLC",ARKANSAS POWER & LIGHT CO,arkansas power light,input_alias
0000007431,ARMSTRONG WORLD INDUSTRIES INC,ARMSTRONG CORK CO,armstrong cork,input_alias
0000007789,ASSOCIATED BANC-CORP,ASSOCIATED BANK SERVICES INC,associated bank services,input_alias
0000008063,ASTRONICS CORP,ASTRONICS LUMINESCENT INC,astronics luminescent,input_alias
0000008146,"AstroNova, Inc.",ASTRO MED INC /NEW/,astro med inc new,input_alias
0000008146,"AstroNova, Inc.",ATLAN TOL INDUSTRIES INC,atlan tol industries,input_alias
0000008504,AgEagle Aerial Systems Inc.,AURORA CORP,aurora,input_alias
0000008504,AgEagle Aerial Systems Inc.,"EnerJex Resources, Inc.",enerjex resources,input_alias
0000008504,AgEagle Aerial Systems Inc.,MILLENNIUM PLASTICS CORP,millennium plastics,input_alias
0000008818,Avery Dennison Corp,AVERY INTERNATIONAL CORP,avery international,input_alias
0000008818,Avery Dennison Corp,AVERY PRODUCTS CORP,avery products,input_alias
0000008947,AZZ INC,AZTEC MANUFACTURING CO,aztec manufacturing,input_alias
0000009092,BADGER METER INC,BADGER METER MANUFACTURING CO,badger meter manufacturing,input_alias
0000009389,BALL Corp,BALL BROTHERS CO,ball brothers,input_alias
0000010048,BARNWELL INDUSTRIES INC,BARNWELL OFFSHORE INC,barnwell offshore,input_alias
0000010048,BARNWELL INDUSTRIES INC,BMA CORP/TN,bma corptn,input_alias
0000010456,BAXTER INTERNATIONAL INC,BAXTER LABORATORIES INC,baxter laboratories,input_alias
0000010456,BAXTER INTERNATIONAL INC,BAXTER TRAVENOL LABORATORIES INC,baxter travenol laboratories,input_alias
0000012040,FLANIGANS ENTERPRISES INC,BIG DADDYS LOUNGES INC,big daddys lounges,input_alias
0000012040,FLANIGANS ENTERPRISES INC,CASTLEWOOD INTERNATIONAL CORP,castlewood international,input_alias
0000012040,FLANIGANS ENTERPRISES INC,MOSAM CORP,mosam,input_alias
0000012208,"BIO-RAD LABORATORIES, INC.",BIO RAD LABORATORIES INC,bio rad laboratories,input_alias
0000012239,Dominari Holdings Inc.,AIkido Pharma Inc.,aikido pharma,input_alias
0000012239,Dominari Holdings Inc.,Aikido Pharma Inc.,aikido pharma,input_alias
0000012239,Dominari Holdings Inc.,SPHERIX INC,spherix,input_alias
0000012927,BOEING CO,BOEING AIRPLANE CO,boeing airplane,input_alias
0000013156,"Galaxy Gaming, Inc.",BOOK CORP OF AMERICA,book corp of america,input_alias
0000013156,"Galaxy Gaming, Inc.",SECURED DIVERSIFIED INVESTMENT LTD,secured diversified investment,input_alias
0000013372,NSTAR ELECTRIC CO,BOSTON EDISON CO,boston edison,input_alias
0000014177,BRIDGFORD FOODS CORP,BRIDGFORD PACKING CO,bridgford packing,input_alias
0000014272,BRISTOL MYERS SQUIBB CO,BRISTOL MYERS CO,bristol myers,input_alias
0000014693,BROWN FORMAN CORP,BROWN FORMAN DISTILLERS CORP,brown forman distillers,input_alias
0000014693,BROWN FORMAN CORP,BROWN FORMAN DISTILLERY CO,brown forman distillery,input_alias
0000014707,CALERES INC,BROWN GROUP INC,brown,input_alias
0000014707,CALERES INC,BROWN SHOE CO INC,brown shoe,input_alias
0000014707,CALERES INC,BROWN SHOE CO INC/,brown shoe co inc,input_alias
0000014846,BRT Apartments Corp.,BRT REALTY TRUST,brt realty trust,input_alias
0000014846,BRT Apartments Corp.,BRT Realty Trust,brt realty trust,input_alias
0000014846,BRT Apartments Corp.,Gould Investors LP,gould investors lp,input_alias
0000014930,BRUNSWICK CORP,BRUNSWICK BALKE COLLENDER CO,brunswick balke collender,input_alias
0000015357,CHASE GENERAL CORP,CHASE CANDY CO,chase candy,input_alias
0000015615,MASTEC INC,BURNUP & SIMS INC,burnup sims,input_alias
0000015847,BUTLER NATIONAL CORP,NATIONAL CONNECTOR CORP,national connector,input_alias
0000016040,CABOT CORP,CABOT GODFREY L INC,cabot godfrey l,input_alias
0000016058,CACI INTERNATIONAL INC /DE/,CACI INC /DE/,caci inc de,input_alias
0000016058,CACI INTERNATIONAL INC /DE/,CALIFORNIA ANALYSIS CENTER INC,california analysis center,input_alias
0000016058,CACI INTERNATIONAL INC /DE/,CONSOLIDATED ANALYSIS CENTERS INC,consolidated analysis centers,input_alias
0000016160,CAL-MAINE FOODS INC,CAL MAINE FOODS INC,cal maine foods,input_alias
0000016160,CAL-MAINE FOODS INC,CHICKEN CHEF SYSTEMS INC,chicken chef systems,input_alias
0000016732,CAMPBELL'S Co,CAMPBELL SOUP CO,campbell soup,input_alias
0000016875,CANADIAN PACIFIC KANSAS CITY LTD/CN,CANADIAN PACIFIC LTD,canadian pacific,input_alias
0000016875,CANADIAN PACIFIC KANSAS CITY LTD/CN,CANADIAN PACIFIC RAILWAY CO,canadian pacific railway,input_alias
0000016875,CANADIAN PACIFIC KANSAS CITY LTD/CN,CANADIAN PACIFIC RAILWAY LTD/CN,canadian pacific railway ltdcn,input_alias
0000016918,"CONSTELLATION BRANDS, INC.",CANANDAIGUA BRANDS INC,canandaigua brands,input_alias
0000016918,"CONSTELLATION BRANDS, INC.",CANANDAIGUA WINE CO INC,canandaigua wine,input_alias
0000017797,"DUKE ENERGY PROGRESS, LLC.",CAROLINA POWER & LIGHT CO,carolina power light,input_alias
0000017797,"DUKE ENERGY PROGRESS, LLC.","DUKE ENERGY PROGRESS, INC.",duke energy progress,input_alias
0000018230,CATERPILLAR INC,CATERPILLAR TRACTOR CO,caterpillar tractor,input_alias
0000018255,CATO CORP,CATO STORES INC,cato stores,input_alias
0000018349,SYNOVUS FINANCIAL CORP,CB&T BANCSHARES INC,cbt bancshares,input_alias
0000018654,Ameren Illinois Co,CENTRAL ILLINOIS PUBLIC SERVICE CO,central illinois public service,input_alias
0000018672,CLECO POWER LLC,CENTRAL LOUISIANA ELECTRIC CO INC,central louisiana electric,input_alias
0000018672,CLECO POWER LLC,CLECO UTILITY GROUP INC,cleco utility,input_alias
0000018926,"Lumen Technologies, Inc.",CENTURY TELEPHONE ENTERPRISES INC,century telephone enterprises,input_alias
0000018926,"Lumen Technologies, Inc.","CENTURYLINK, INC",centurylink,input_alias
0000018926,"Lumen Technologies, Inc.",CENTURYTEL INC,centurytel,input_alias
0000019584,CHEMED CORP,ROTO-ROOTER INC,rotorooter,input_alias
0000019617,JPMORGAN CHASE & CO,CHASE MANHATTAN CORP /DE/,chase manhattan corp de,input_alias
0000019617,JPMORGAN CHASE & CO,CHEMICAL BANKING CORP,chemical banking,input_alias
0000019617,JPMORGAN CHASE & CO,J P MORGAN CHASE & CO,j p morgan chase,input_alias
0000020290,"Duke Energy Ohio, Inc.",CINCINNATI GAS & ELECTRIC CO,cincinnati gas electric,input_alias
0000020520,"Frontier Communications Parent, Inc.",CITIZENS COMMUNICATIONS CO,citizens communications,input_alias
0000020520,"Frontier Communications Parent, Inc.",CITIZENS UTILITIES CO,citizens utilities,input_alias
0000020520,"Frontier Communications Parent, Inc.",FRONTIER COMMUNICATIONS CORP,frontier communications,input_alias
0000020639,AmBase Corp,CITYHOME CORP,cityhome,input_alias
0000020639,AmBase Corp,HOME GROUP INC,home,input_alias
0000021535,COHU INC,COHU ELECTRONICS INC,cohu electronics,input_alias
0000022701,"SUNation Energy, Inc.",COMMUNICATIONS SYSTEMS INC,communications systems,input_alias
0000022701,"SUNation Energy, Inc.",Pineapple Energy Inc.,pineapple energy,input_alias
0000022701,"SUNation Energy, Inc.","Pineapple Holdings, Inc.",pineapple holdings,input_alias
0000022767,TEXAS NEW MEXICO POWER CO,COMMUNITY PUBLIC SERVICE CO,community public service,input_alias
0000023194,COMSTOCK RESOURCES INC,COMSTOCK TUNNEL & DRAINAGE CO,comstock tunnel drainage,input_alias
0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,COMTECH INC,comtech,input_alias
0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,COMTECH LABORATORIES INC,comtech laboratories,input_alias
0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,COMTECH TELECOMMUNICATIONS CORP,comtech telecommunications,input_alias
0000023217,CONAGRA BRANDS INC.,CONAGRA FOODS INC /DE/,conagra foods inc de,input_alias
0000023217,CONAGRA BRANDS INC.,CONAGRA INC /DE/,conagra inc de,input_alias
0000023217,CONAGRA BRANDS INC.,NEBRASKA CONSOLIDATED MILLS CO,nebraska consolidated mills,input_alias
0000023795,"CTO Realty Growth, Inc.",CONSOLIDATED TOMOKA LAND CO,consolidated tomoka land,input_alias
0000024090,"CITIZENS, INC.",CONTINENTAL INVESTORS LIFE INC,continental investors life,input_alias
0000024545,MOLSON COORS BEVERAGE CO,COORS ADOLPH CO,coors adolph,input_alias
0000024545,MOLSON COORS BEVERAGE CO,MOLSON COORS BREWING CO,molson coors brewing,input_alias
0000024741,CORNING INC /NY,CORNING GLASS WORKS,corning glass works,input_alias
0000025445,"Crane NXT, Co.",CRANE CO /DE/,crane co de,input_alias
0000025445,"Crane NXT, Co.","Crane Holdings, Co.",crane holdings,input_alias
0000025598,ONEMAIN FINANCE CORP,AMERICAN GENERAL FINANCE CORP,american general finance,input_alias
0000025598,ONEMAIN FINANCE CORP,CREDITHRIFT FINANCIAL CORP,credithrift financial,input_alias
0000025598,ONEMAIN FINANCE CORP,SPRINGLEAF FINANCE CORP,springleaf finance,input_alias
0000025743,"TherapeuticsMD, Inc.","AMHN, Inc.",amhn,input_alias
0000025743,"TherapeuticsMD, Inc.",CROFF ENTERPRISES INC,croff enterprises,input_alias
0000025743,"TherapeuticsMD, Inc.",CROFF OIL CO,croff oil,input_alias
0000026172,CUMMINS INC,CUMMINS ENGINE CO INC,cummins engine,input_alias
0000027093,U.S. GOLD CORP.,DATARAM CORP,dataram,input_alias
0000027419,TARGET CORP,DAYTON CORP,dayton,input_alias
0000027419,TARGET CORP,DAYTON HUDSON CORP,dayton hudson,input_alias
0000027673,DEERE JOHN CAPITAL CORP,DEERE JOHN CREDIT CO,deere john credit,input_alias
0000027904,"DELTA AIR LINES, INC.",DELTA AIR CORP,delta air,input_alias
0000027904,"DELTA AIR LINES, INC.",DELTA AIR LINES INC /DE/,delta air lines inc de,input_alias
0000027996,DELUXE CORP,DELUXE CHECK PRINTERS INC,deluxe check printers,input_alias
0000028385,DTE Electric Co,DETROIT EDISON CO,detroit edison,input_alias
0000028412,COMERICA INC /NEW/,DETROITBANK CORP,detroitbank,input_alias
0000028823,"DIEBOLD NIXDORF, Inc",DIEBOLD INC,diebold,input_alias
0000028917,"DILLARD'S, INC.",DILLARD DEPARTMENT STORES INC,dillard department stores,input_alias
0000029332,DIXIE GROUP INC,DIXIE MERCERIZING CO,dixie mercerizing,input_alias
0000029332,DIXIE GROUP INC,DIXIE YARNS INC,dixie yarns,input_alias
0000029534,DOLLAR GENERAL CORP,TURNER CAL,turner cal,input_alias
0000029534,DOLLAR GENERAL CORP,TURNER J L & SON INC,turner j l son,input_alias
0000029989,OMNICOM GROUP INC.,DOYLE DANE BERNBACH GROUP INC,doyle dane bernbach,input_alias
0000029989,OMNICOM GROUP INC.,DOYLE DANE BERNBACH INTERNATIONAL INC,doyle dane bernbach international,input_alias
0000030371,"Duke Energy Carolinas, LLC",DUKE ENERGY CORP,duke energy,input_alias
0000030371,"Duke Energy Carolinas, LLC",DUKE POWER CO /NC/,duke power co nc,input_alias
0000030371,"Duke Energy Carolinas, LLC",Duke Power CO LLC,duke power,input_alias
0000030554,"EIDP, Inc.",DUPONT E I DE NEMOURS & CO,dupont e i de nemours,input_alias
0000030625,FLOWSERVE CORP,DURCO INTERNATIONAL INC,durco international,input_alias
0000030625,FLOWSERVE CORP,DURIRON CO INC,duriron,input_alias
0000030625,FLOWSERVE CORP,THE DURIRON CO INC,the duriron,input_alias
0000030697,Wendy's Co,DWG CORP,dwg,input_alias
0000030697,Wendy's Co,TRIARC COMPANIES INC,triarc companies,input_alias
0000030697,Wendy's Co,"WENDY'S/ARBY'S GROUP, INC.",wendysarbys group,input_alias
0000031462,ECOLAB INC.,ECONOMICS LABORATORY INC,economics laboratory,input_alias
0000031667,EDUCATIONAL DEVELOPMENT CORP,INTERNATIONAL TEACHING TAPES INC,international teaching tapes,input_alias
0000031667,EDUCATIONAL DEVELOPMENT CORP,TUTOR TAPES INTERNATIONAL CORP,tutor tapes international,input_alias
0000031791,"REVVITY, INC.",EDGERTON GERMESHAUSEN & GRIER INC,edgerton germeshausen grier,input_alias
0000031791,"REVVITY, INC.",EG&G INC,egg,input_alias
0000031791,"REVVITY, INC.",PERKINELMER INC,perkinelmer,input_alias
0000032604,EMERSON ELECTRIC CO,EMERSON ELECTRIC MANUFACTUING CO,emerson electric manufactuing,input_alias
0000032621,EMERSON RADIO CORP,MAJOR ELECTRONICS CORP,major electronics,input_alias
0000033002,"ENNIS, INC.",ENNIS BUSINESS FORMS INC,ennis business forms,input_alias
0000033002,"ENNIS, INC.",ENNIS TAG & SALESBOOK CO,ennis tag salesbook,input_alias
0000033185,EQUIFAX INC,RETAIL CREDIT CO,retail credit,input_alias
0000033213,EQT Corp,EQT Corp /PA/,eqt corp pa,input_alias
0000033213,EQT Corp,EQUITABLE GAS CO,equitable gas,input_alias
0000033213,EQT Corp,EQUITABLE RESOURCES INC /PA/,equitable resources inc pa,input_alias
0000033488,ESCALADE INC,MARTIN YALE BUSINESS MACHINES CORP,martin yale business machines,input_alias
0000033488,ESCALADE INC,MARTIN YALE INDUSTRIES INC,martin yale industries,input_alias
0000033488,ESCALADE INC,WILLIAMS MANUFACTURING CO,williams manufacturing,input_alias
0000033533,ESPEY MFG & ELECTRONICS CORP,ESPEY MANUFACTURING & ELECTRONICS CORP,espey manufacturing electronics,input_alias
0000033992,"KINGSTONE COMPANIES, INC.",DCAP GROUP INC,dcap,input_alias
0000033992,"KINGSTONE COMPANIES, INC.",DCAP GROUP INC/,dcap group inc,input_alias
0000033992,"KINGSTONE COMPANIES, INC.",EXTECH CORP,extech,input_alias
0000034067,DMC Global Inc.,DYNAMIC MATERIALS CORP,dynamic materials,input_alias
0000034067,DMC Global Inc.,EXPLOSIVE FABRICATORS INC,explosive fabricators,input_alias
0000034088,EXXON MOBIL CORP,EXXON CORP,exxon,input_alias
0000034088,EXXON MOBIL CORP,STANDARD OIL CO OF NEW JERSEY,standard oil co of new jersey,input_alias
0000034285,RELIABILITY INC,FAIRLANE INDUSTRIES INC,fairlane industries,input_alias
0000034782,1ST SOURCE CORP,FBT BANCORP INC,fbt bancorp,input_alias
0000034956,"TENAX THERAPEUTICS, INC.","OXYGEN BIOTHERAPEUTICS, INC.",oxygen biotherapeutics,input_alias
0000034956,"TENAX THERAPEUTICS, INC.",SINEQUANON CORP,sinequanon,input_alias
0000034956,"TENAX THERAPEUTICS, INC.",SYNTHETIC BLOOD INTERNATIONAL INC,synthetic blood international,input_alias
0000036104,US BANCORP \DE\,FIRST BANK STOCK CORP,first bank stock,input_alias
0000036104,US BANCORP \DE\,FIRST BANK SYSTEM INC,first bank system,input_alias
0000036146,TRUSTMARK CORP,FIRST CAPITAL CORP,first capital,input_alias
0000036270,M&T BANK CORP,FIRST EMPIRE STATE CORP,first empire state,input_alias
0000036377,"FIRST HAWAIIAN, INC.",BANCWEST CORP/HI,bancwest corphi,input_alias
0000036966,FIRST HORIZON CORP,FIRST HORIZON NATIONAL CORP,first horizon national,input_alias
0000036966,FIRST HORIZON CORP,FIRST TENNESSEE BANKS INC,first tennessee banks,input_alias
0000036966,FIRST HORIZON CORP,FIRST TENNESSEE NATIONAL CORP,first tennessee national,input_alias
0000037637,"DUKE ENERGY FLORIDA, LLC","DUKE ENERGY FLORIDA, LLC.",duke energy florida llc,input_alias
0000037637,"DUKE ENERGY FLORIDA, LLC",FLORIDA POWER CORP,florida power,input_alias
0000037785,FMC CORP,BEAN SPRAY PUMP CO,bean spray pump,input_alias
0000037785,FMC CORP,FOOD MACHINERY & CHEMICAL CORP,food machinery chemical,input_alias
0000037808,FNB CORP/PA/,CITIZENS BUDGET CO,citizens budget,input_alias
0000037808,FNB CORP/PA/,FNB CORP/FL/,fnb corpfl,input_alias
0000038264,"Forward Industries, Inc.",PROGRESS HEAT SEALING CO INC,progress heat sealing,input_alias
0000038723,1st FRANKLIN FINANCIAL CORP,FIRST FRANKLIN FINANCIAL CORP,first franklin financial,input_alias
0000038723,1st FRANKLIN FINANCIAL CORP,FRANKLIN DISCOUNT CO,franklin discount,input_alias
0000039263,"CULLEN/FROST BANKERS, INC.",CULLEN FROST BANKERS INC,cullen frost bankers,input_alias
0000039263,"CULLEN/FROST BANKERS, INC.",FROST BANK CORP,frost bank,input_alias
0000039899,TEGNA INC,GANNETT CO INC /DE/,gannett co inc de,input_alias
0000039911,GAP INC,GAP STORES INC,gap stores,input_alias
0000040211,GATX CORP,GENERAL AMERICAN TRANSPORTATION CORP,general american transportation,input_alias
0000040545,GENERAL ELECTRIC CO,GE AEROSPACE,ge aerospace,input_alias
0000040570,GEE Group Inc.,GENERAL EMPLOYMENT ENTERPRISES INC,general employment enterprises,input_alias
0000040570,GEE Group Inc.,OSHEA CHARLES M CORP,oshea charles m,input_alias
0000040729,Ally Financial Inc.,GENERAL MOTORS ACCEPTANCE CORP,general motors acceptance,input_alias
0000040729,Ally Financial Inc.,GMAC INC.,gmac,input_alias
0000040729,Ally Financial Inc.,GMAC LLC,gmac,input_alias
0000041719,Magnera Corp,GLATFELTER P H CO,glatfelter p h,input_alias
0000041719,Magnera Corp,Glatfelter Corp,glatfelter,input_alias
0000043196,"GRAY MEDIA, INC",GRAY COMMUNICATIONS CORP,gray communications,input_alias
0000043196,"GRAY MEDIA, INC",GRAY COMMUNICATIONS SYSTEMS INC /GA/,gray communications systems inc ga,input_alias
0000043196,"GRAY MEDIA, INC",GRAY TELEVISION INC,gray television,input_alias
0000043920,"GREIF, INC",GREIF BROTHERS COOPERAGE CORP,greif brothers cooperage,input_alias
0000043920,"GREIF, INC",GREIF BROTHERS CORP,greif brothers,input_alias
0000045012,HALLIBURTON CO,HALLIBURTON OIL WELL CEMENTING CO,halliburton oil well cementing,input_alias
0000045876,ENVIRI Corp,HARSCO CORP,harsco,input_alias
0000045919,HARTE HANKS INC,HARTE HANKS COMMUNICATIONS INC,harte hanks communications,input_alias
0000045919,HARTE HANKS INC,HARTE HANKS NEWSPAPERS INC,harte hanks newspapers,input_alias
0000046080,"HASBRO, INC.",HASBRO BRADLEY INC,hasbro bradley,input_alias
0000046080,"HASBRO, INC.",HASBRO INDUSTRIES INC,hasbro industries,input_alias
0000046129,ALLIENT INC,ALLIED MOTION TECHNOLOGIES INC,allied motion technologies,input_alias
0000046129,ALLIENT INC,HATHAWAY CORP,hathaway,input_alias
0000046129,ALLIENT INC,HATHAWAY INSTRUMENTS INC,hathaway instruments,input_alias
0000046195,BANK OF HAWAII CORP,BANCORP HAWAII INC,bancorp hawaii,input_alias
0000046195,BANK OF HAWAII CORP,HAWAII BANCORPORATION INC,hawaii bancorporation,input_alias
0000046195,BANK OF HAWAII CORP,PACIFIC CENTURY FINANCIAL CORP,pacific century financial,input_alias
0000046250,HAWKINS INC,HAWKINS CHEMICAL INC,hawkins chemical,input_alias
0000046619,HEICO CORP,HEINICKE INSTRUMENTS CO,heinicke instruments,input_alias
0000047111,HERSHEY CO,HERSHEY CHOCOLATE CORP,hershey chocolate,input_alias
0000047111,HERSHEY CO,HERSHEY FOODS CORP,hershey foods,input_alias
0000047217,HP INC,HEWLETT PACKARD CO,hewlett packard,input_alias
0000047307,CRAWFORD UNITED Corp,HICKOK ELECTRICAL INSTRUMENT CO,hickok electrical instrument,input_alias
0000047307,CRAWFORD UNITED Corp,HICKOK INC,hickok,input_alias
0000048287,HNI CORP,HOME O NIZE CO,home o nize,input_alias
0000048287,HNI CORP,HON INDUSTRIES INC,hon industries,input_alias
0000048465,HORMEL FOODS CORP /DE/,HORMEL GEO A & CO,hormel geo a,input_alias
0000048732,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,HOUSTON INDUSTRIES INC,houston industries,input_alias
0000048732,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,HOUSTON LIGHTING & POWER CO,houston lighting power,input_alias
0000048732,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,RELIANT ENERGY INC,reliant energy,input_alias
0000048898,HUBBELL INC,HUBBELL HARVEY INC,hubbell harvey,input_alias
0000049071,HUMANA INC,EXTENDICARE INC,extendicare,input_alias
0000049071,HUMANA INC,HERITAGE HOUSE OF AMERICA INC,heritage house of america,input_alias
0000049196,HUNTINGTON BANCSHARES INC /MD/,HUNTINGTON BANCSHARES INC/MD,huntington bancshares incmd,input_alias
0000049600,EASTGROUP PROPERTIES INC,EASTGROUP PROPERTIES II INC,eastgroup properties ii,input_alias
0000049600,EASTGROUP PROPERTIES INC,ICM REALTY,icm realty,input_alias
0000049754,"Dine Brands Global, Inc.","DineEquity, Inc",dineequity,input_alias
0000049754,"Dine Brands Global, Inc.",IHOP CORP,ihop,input_alias
0000050172,INDIANA MICHIGAN POWER CO,INDIANA MICHIGAN ELECTRIC CO/IN,indiana michigan electric coin,input_alias
0000050292,IEH Corp,INDUSTRIAL ELECTRONIC HARDWARE CORP,industrial electronic hardware,input_alias
0000050292,IEH Corp,INDUSTRIAL HEAT TREATING CO INC,industrial heat treating,input_alias
0000050471,"ReposiTrak, Inc.",AMERINET GROUP COM INC,amerinet group com,input_alias
0000050471,"ReposiTrak, Inc.",FIELDS TECHNOLOGIES INC,fields technologies,input_alias
0000050471,"ReposiTrak, Inc.",PARK CITY GROUP INC,park city,input_alias
0000050725,GRIFFON CORP,INSTRUMENT SYSTEMS CORP /DE/,instrument systems corp de,input_alias
0000051253,INTERNATIONAL FLAVORS & FRAGRANCES INC,VANAMERIGEN HAEBLER INC,vanamerigen haebler,input_alias
0000051434,INTERNATIONAL PAPER CO /NEW/,INTERNATIONAL PAPER & POWER CORP,international paper power,input_alias
0000051644,"INTERPUBLIC GROUP OF COMPANIES, INC.",MCCANN ERICKSON INC,mccann erickson,input_alias
0000052428,AMERIPRISE CERTIFICATE CO,AMERICAN EXPRESS CERTIFICATE CO,american express certificate,input_alias
0000052428,AMERIPRISE CERTIFICATE CO,IDS CERTIFICATE CO /MN/,ids certificate co mn,input_alias
0000052428,AMERIPRISE CERTIFICATE CO,INVESTORS SYNDICATE OF AMERICA INC,investors syndicate of america,input_alias
0000052485,INTERSTATE POWER & LIGHT CO,IES UTILITIES INC,ies utilities,input_alias
0000052485,INTERSTATE POWER & LIGHT CO,IOWA ELECTRIC LIGHT & POWER CO,iowa electric light power,input_alias
0000052827,RAYONIER INC,ITT RAYONIER INC,itt rayonier,input_alias
0000052827,RAYONIER INC,ITT RAYONIER INC /CT/,itt rayonier inc ct,input_alias
0000052988,JACOBS SOLUTIONS INC.,JACOBS ENGINEERING GROUP INC /DE/,jacobs engineering group inc de,input_alias
0000054476,"EVERGY METRO, INC.",KANSAS CITY POWER & LIGHT CO,kansas city power light,input_alias
0000054507,"EVERGY KANSAS CENTRAL, INC.",KANSAS POWER & LIGHT CO,kansas power light,input_alias
0000054507,"EVERGY KANSAS CENTRAL, INC.",WESTAR ENERGY INC /KS,westar energy inc ks,input_alias
0000054507,"EVERGY KANSAS CENTRAL, INC.",WESTERN RESOURCES INC /KS,western resources inc ks,input_alias
0000055067,KELLANOVA,KELLOGG CO,kellogg,input_alias
0000055234,KENILWORTH SYSTEMS CORP,KENILWORTH RESEARCH & DEVELOPMENT CORP,kenilworth research development,input_alias
0000055234,KENILWORTH SYSTEMS CORP,SCHOOL FOR COMPUTER STUDIES INC,school for computer studies,input_alias
0000055529,KEWAUNEE SCIENTIFIC CORP /DE/,KEWAUNEE MANUFACTURING CO,kewaunee manufacturing,input_alias
0000055529,KEWAUNEE SCIENTIFIC CORP /DE/,KEWAUNEE SCIENTIFIC EQUIPMENT CORP /DE/,kewaunee scientific equipment corp de,input_alias
0000056047,KIRBY CORP,KIRBY EXPLORATION CO INC,kirby exploration,input_alias
0000056679,KORN FERRY,KORN FERRY INTERNATIONAL,korn ferry international,input_alias
